0,1,2,3,4,5,llama_7B_firstturn_20000/ckp20k_correct,llama_7B_firstturn_20000/ckp20k_choiceA_probs,llama_7B_firstturn_20000/ckp20k_choiceB_probs,llama_7B_firstturn_20000/ckp20k_choiceC_probs,llama_7B_firstturn_20000/ckp20k_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.20156068,0.24312858,0.35375,0.20156068
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.2725977,0.2725977,0.30889365,0.14591102
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.19888389,0.23989975,0.27184206,0.28937435
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.47894785,0.37300497,0.083228655,0.06481854
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.3323556,0.37660822,0.20158386,0.08945229
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.44887468,0.24026531,0.14572828,0.16513178
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.05330692,0.047043193,0.505762,0.39388782
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.16702813,0.18926768,0.40067968,0.24302451
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.11809402,0.3637552,0.28329283,0.234858
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.15073937,0.24852721,0.31911525,0.2816182
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.25346467,0.2236818,0.32545507,0.19739848
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.12164415,0.083604716,0.61775994,0.1769912
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.080949396,0.091727674,0.56190014,0.26542282
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.14466912,0.044121582,0.30626452,0.5049448
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.3030892,0.3030892,0.26747528,0.12634638
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.18919973,0.24293725,0.3534716,0.21439137
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.28923488,0.34888387,0.22525635,0.13662489
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.23439533,0.2656047,0.23439533,0.2656047
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.2725977,0.30889365,0.2725977,0.14591102
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.2122445,0.34993201,0.27252734,0.16529618
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.18392384,0.2848668,0.208413,0.32279637
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.20345806,0.23054817,0.3354456,0.23054817
