0,1,2,3,4,5,llama2_7B_ds2_sharegpt_xc_52000/epoch1_correct,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceA_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceB_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceC_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch1_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.15581894,0.2267152,0.47995612,0.13750973
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.28154245,0.10357368,0.46418503,0.15069881
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.3672767,0.13511355,0.32412055,0.17348923
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.49441954,0.18188679,0.26464373,0.059049994
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,True,0.30534908,0.16344157,0.34600583,0.18520358
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.7079511,0.058112167,0.2028314,0.031105202
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.103622526,0.15076989,0.5262386,0.21936889
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.2622621,0.12388384,0.48997012,0.12388384
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.23679237,0.20896852,0.44238636,0.11185279
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.18905625,0.24275303,0.45352235,0.11466841
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.26646256,0.18313685,0.43932247,0.11107811
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.24445117,0.13084528,0.45669487,0.16800866
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.09995252,0.113261044,0.575187,0.21159948
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.107303984,0.13778104,0.4243955,0.33051956
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.21309716,0.12924996,0.5111935,0.1464594
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.1014372,0.16724168,0.5837308,0.14759026
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,True,0.33620113,0.2039163,0.33620113,0.123681486
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.3672767,0.17348923,0.32412055,0.13511355
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.41184372,0.13370608,0.32074422,0.13370608
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,False,0.18588813,0.16404569,0.5052963,0.14476982
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.2181934,0.16992919,0.46191543,0.14996198
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.1966118,0.1966118,0.47164723,0.1351292
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.334106,0.17883405,0.3785917,0.10846834
