0,1,2,3,4,5,llama_7B_firstturn_20000/ckp25k_correct,llama_7B_firstturn_20000/ckp25k_choiceA_probs,llama_7B_firstturn_20000/ckp25k_choiceB_probs,llama_7B_firstturn_20000/ckp25k_choiceC_probs,llama_7B_firstturn_20000/ckp25k_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.24141292,0.35125372,0.16592051,0.24141292
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.5111935,0.12924996,0.21309716,0.1464594
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.28594768,0.471448,0.09882087,0.14378352
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.71815485,0.160242,0.0459101,0.07569296
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.9113855,0.08477206,0.0029007404,0.00094173243
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.30159858,0.38726023,0.07625606,0.2348852
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.07459343,0.33430457,0.55117506,0.039926987
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,True,0.64340067,0.11180627,0.23669389,0.008099219
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.8712868,0.11791585,0.008024273,0.002773115
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.54860663,0.15717843,0.22869326,0.06552172
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.4346023,0.3384686,0.20529158,0.021637574
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.509642,0.3969096,0.06086806,0.032580324
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,False,0.840075,0.04182487,0.11369179,0.0044083092
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.094225615,0.3288797,0.54223096,0.034663666
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,True,0.44115275,0.44115275,0.07666086,0.0410336
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.6503129,0.27109075,0.025215367,0.053380933
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,False,0.20044687,0.29164848,0.42434603,0.083558686
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.89982164,0.05752367,0.023979435,0.018675203
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,False,0.383667,0.43475166,0.1411432,0.040438205
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.8109937,0.15969412,0.004822345,0.024489887
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,False,0.30808514,0.65221626,0.022317613,0.017380973
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.8489889,0.10139727,0.042268667,0.007345193
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.6660698,0.31462908,0.017750159,0.0015509916
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.58369184,0.189497,0.189497,0.03731417
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.52009404,0.35745507,0.07975901,0.04269192
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.896658,0.06495369,0.023895126,0.014493126
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.6664841,0.04827995,0.2778319,0.0074039698
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,False,0.70660394,0.12278935,0.15766466,0.012941903
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.67109287,0.21787195,0.062421363,0.048613805
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.1677572,0.4024286,0.4024286,0.02738561
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.6071452,0.22335623,0.06399263,0.10550602
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,False,0.46016163,0.52143145,0.013895677,0.004511266
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.96284884,0.022644036,0.012120479,0.0023866638
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,False,0.51130414,0.24152297,0.10068176,0.1464911
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,False,0.2617548,0.48902234,0.14010724,0.10911564
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,False,0.6962817,0.17604758,0.08315899,0.044511795
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,False,0.29412296,0.4849268,0.20214756,0.018802652
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.80520725,0.12348253,0.040088907,0.031221272
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.7614956,0.21817215,0.0024236736,0.01790866
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.5486567,0.25916708,0.10803691,0.084139235
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.5084458,0.34944937,0.013549621,0.12855522
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,True,0.7385361,0.21159415,0.008204395,0.041665357
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,False,0.7565377,0.19128267,0.022845458,0.029334148
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.69595057,0.2560259,0.039262842,0.008760725
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.56942385,0.06800798,0.017195111,0.34537303
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.77341175,0.11860654,0.026464695,0.081516996
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.37526795,0.5460116,0.0575492,0.021171167
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,True,0.3918841,0.3458365,0.07716655,0.18511294
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.52493435,0.09121991,0.36078176,0.023064006
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.61352056,0.25575343,0.009916636,0.12080936
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.71089244,0.15862155,0.021467092,0.10901889
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,True,0.50286674,0.18499434,0.12714462,0.18499434
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.8342947,0.019620731,0.06848308,0.0776015
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.8979557,0.09464383,0.006050378,0.0013500218
