0,1,2,3,4,5,llama2_7B_alpacacode_alpaca_52000_correct,llama2_7B_alpacacode_alpaca_52000_choiceA_probs,llama2_7B_alpacacode_alpaca_52000_choiceB_probs,llama2_7B_alpacacode_alpaca_52000_choiceC_probs,llama2_7B_alpacacode_alpaca_52000_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.028992282,0.00444611,0.0064690528,0.96009254
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.22411539,0.012643724,0.1540321,0.60920876
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.19982454,0.09439044,0.47935417,0.22643088
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.07611151,0.63727385,0.12548666,0.16112806
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.077980325,0.053595044,0.7398567,0.12856781
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.5656312,0.04097419,0.1262094,0.26718527
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.21858872,0.46275234,0.07096537,0.2476935
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.00070302695,0.00079663395,0.9899357,0.008564622
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.73598313,0.07757205,0.022224765,0.16422004
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.096932895,0.7162426,0.045787856,0.14103654
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.12103018,0.06478278,0.19954503,0.61464196
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.010223882,0.23269449,0.6325292,0.124552384
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.099032596,0.3456577,0.3456577,0.20965199
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.109098054,0.62781596,0.0013733419,0.2617126
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.10076251,0.053934284,0.18824914,0.65705407
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.099067375,0.16333447,0.39181906,0.3457791
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.0023777462,0.0094041675,0.9592512,0.028966878
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.75915414,0.0485311,0.02292447,0.16939019
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.11384873,0.8412347,0.003033966,0.041882608
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,True,0.38336772,0.23252428,0.085540906,0.2985671
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,True,0.08163427,0.13459215,0.5323223,0.25145122
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.012701918,0.023730308,0.89047325,0.073094495
−4 +  ( −3 )=,−7,−1,1,7,A,True,0.491849,0.08547054,0.29832152,0.1243589
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.53973985,0.039098624,0.09379272,0.32736877
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.03731417,0.58369184,0.189497,0.189497
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,True,0.8019705,0.012962646,0.00612312,0.17894381
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.28291208,0.091848105,0.026314924,0.5989249
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.42520437,0.121823095,0.121823095,0.3311495
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.53581786,0.19711637,0.09311118,0.17395459
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,True,0.91458046,0.00016422226,0.0001860882,0.08506924
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.06979851,0.03297048,0.31281522,0.58441573
