0,1,2,3,4,5,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_correct,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceA_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceB_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceC_probs,llama_7B_llamatokenizer_alpacacode_sharegpt_xc_52000_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.16292238,0.23705068,0.3908305,0.2091965
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.14007439,0.14007439,0.48890764,0.2309436
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.28517848,0.19600013,0.36617643,0.15264504
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.042816017,0.46031553,0.40622702,0.090641506
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.13716908,0.37286422,0.29038695,0.19957983
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.95197517,0.02874716,0.015387245,0.003890505
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.12675534,0.067847244,0.5013271,0.30407026
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,True,0.13351421,0.11782587,0.46601036,0.28264958
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.05670863,0.32633564,0.41902325,0.19793256
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.09692767,0.26347673,0.4343997,0.20519587
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.111127704,0.18321861,0.4980398,0.20761387
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.25277933,0.09299232,0.36779177,0.28643653
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.09897047,0.052975077,0.50261354,0.34544092
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.0779625,0.16504662,0.30834767,0.4486432
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.1164768,0.16947274,0.52201277,0.19203778
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.11094208,0.12571384,0.49720788,0.2661362
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.20555131,0.16008352,0.49309197,0.14127322
