0,1,2,3,4,5,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptvicuna_correct,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptvicuna_choiceA_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptvicuna_choiceB_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptvicuna_choiceC_probs,alpacacode_llama_7B_llamatokenizer_wizardlm70k_2000_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.14759026,0.16724168,0.1014372,0.5837308
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.20519587,0.26347673,0.09692767,0.4343997
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.11983631,0.13579233,0.13579233,0.608579
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.11718644,0.17050527,0.11718644,0.59512186
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.10244516,0.24575315,0.13154219,0.52025944
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.08556882,0.14107914,0.14107914,0.63227284
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.12479865,0.20575818,0.110134415,0.5593087
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.14625071,0.14625071,0.12906581,0.5784328
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.25771952,0.17712785,0.08366927,0.4814834
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.22123155,0.28406695,0.08138654,0.41331494
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.15475905,0.19871455,0.106364235,0.54016215
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.08019708,0.24702439,0.14982787,0.52295065
