0,1,2,3,4,5,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptllama2chat_correct,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptllama2chat_choiceA_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptllama2chat_choiceB_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptllama2chat_choiceC_probs,alpacacode_llama2_chat_7B_sharegpt_qy_vic_52000_gpt35_Tptllama2chat_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.0058305585,0.0040072803,0.009612965,0.98054916
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.13750973,0.2267152,0.15581894,0.47995612
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.097192675,0.26419708,0.2993745,0.33923575
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.070824,0.1499344,0.46183047,0.31741112
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.020933785,0.07306609,0.12046562,0.7855345
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.04032052,0.12419595,0.63071907,0.2047645
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.05433202,0.14768974,0.04794784,0.7500304
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.027205188,0.039583314,0.13815935,0.7950522
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,True,0.23134288,0.26214585,0.016758421,0.4897529
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.025573218,0.79555947,0.083851345,0.09501603
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.059608184,0.4990932,0.34302142,0.09827728
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.029452,0.062349882,0.31663886,0.59155923
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.08793336,0.23902765,0.09964155,0.5733975
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.052303515,0.2344081,0.07610117,0.63718724
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.038272023,0.0630999,0.6783878,0.22024028
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.062666126,0.24784933,0.40863445,0.28085008
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.01513133,0.032033026,0.12669307,0.8261426
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.056675047,0.47453433,0.05001555,0.41877508
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.031345803,0.43271548,0.04560788,0.49033087
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.08599609,0.34012115,0.34012115,0.23376162
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.052433677,0.18301152,0.12578185,0.63877296
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.06795215,0.1438547,0.44310364,0.34508947
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.17228293,0.09221641,0.1341741,0.6013265
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.11712428,0.1931053,0.4088039,0.28096655
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.038411308,0.11831516,0.07176177,0.77151173
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.051800113,0.6310546,0.019056197,0.29808906
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,True,0.11788167,0.13357744,0.22023195,0.528309
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.24343273,0.13030015,0.58396477,0.042302266
