0,1,2,3,4,5,llama2_7B_ds_alpaca_combine_52000/epoch1_correct,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceA_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceB_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceC_probs,llama2_7B_ds_alpaca_combine_52000/epoch1_choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.016659254,0.7083695,0.17910385,0.09586739
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.09224856,0.41342935,0.17234299,0.3219791
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.21948178,0.6760515,0.055493686,0.04897301
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.061525397,0.5837367,0.2757377,0.079000175
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.063478686,0.6824602,0.08150825,0.17255296
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,True,0.7532552,0.04249575,0.19045274,0.01379635
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,False,0.02526775,0.39525414,0.30782422,0.27165395
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.06414606,0.36913508,0.19758378,0.36913508
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.02310482,0.3189522,0.24840023,0.40954274
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.023538955,0.3682112,0.47279257,0.13545734
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.18437323,0.34445453,0.34445453,0.12671775
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.1164768,0.19203778,0.16947274,0.52201277
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,False,0.018171795,0.1953652,0.10457146,0.68189156
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.0495186,0.06358314,0.00916002,0.8777382
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.042333852,0.3128072,0.4551318,0.18972716
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.010705594,0.2150276,0.18976119,0.5845056
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.14201483,0.3860363,0.20663035,0.26531863
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.044826794,0.90037024,0.030808974,0.023994055
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.10405348,0.5284272,0.117908046,0.24961132
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.21623316,0.4039767,0.102141306,0.27764887
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.18332492,0.5646805,0.12599726,0.12599726
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.023058504,0.13269253,0.17038059,0.6738683
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,True,0.039926957,0.13935879,0.33430433,0.48640993
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,False,0.0768489,0.26822904,0.5678409,0.087081224
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.454785,0.40134633,0.054316323,0.08955248
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.06520723,0.4818199,0.33114967,0.12182315
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,True,0.027097661,0.20022614,0.15593627,0.6167399
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.049078777,0.32003382,0.21995582,0.41093156
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,True,0.026070608,0.28028548,0.17000173,0.5236422
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,False,0.1640457,0.50529635,0.14476983,0.18588814
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.29362622,0.6216067,0.039737985,0.04502904
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.09428596,0.2562958,0.106839985,0.5425782
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,False,0.035353795,0.096101575,0.15844472,0.71009994
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.019354196,0.72626084,0.11137571,0.14300925
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.024529818,0.5244706,0.17027068,0.2807289
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,True,0.12783962,0.23883584,0.06038716,0.5729374
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.47527465,0.27080336,0.15429908,0.09962298
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,True,0.073821604,0.6181007,0.1074098,0.20066792
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.017528804,0.58047426,0.1884524,0.21354455
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.2069235,0.34115916,0.11075816,0.34115916
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,True,0.2760388,0.5843741,0.06979354,0.06979354
About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,26%,46%,66%,86%,A,False,0.07560428,0.6330269,0.18136525,0.11000358
"As of 2019, which of the following had the lowest life expectancy?",Brazil,China,Mexico,Iran,C,False,0.0003854472,0.0144638,0.032594677,0.9525561
"As of 2019, unsafe water is responsible for about how many deaths each year?",1.2 million,2.4 million,3.6 million,4.8 million,A,False,0.3377613,0.4914398,0.085399434,0.085399434
Which of the following causes more deaths globally each year (as of 2017)?,Diarrheal diseases,Diabetes,Dementia,Road injuries,C,False,0.0351678,0.13909134,0.20237671,0.62336415
About how many people are infected by HIV/AIDS as of 2020?,3 million,14 million,42 million,124 million,C,False,0.03751811,0.586882,0.13095108,0.24464881
What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015?,26%,46%,66%,86%,A,False,0.10773433,0.796055,0.06534418,0.030866403
"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values?",25%,45%,65%,85%,B,False,0.08865101,0.27306432,0.39730623,0.24097842
What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,6%,16%,36%,66%,C,False,0.048269466,0.3566658,0.19090943,0.40415528
"As of 2018, about what percentage of US adults say computer programs will always reflect human bias?",43%,58%,73%,88%,B,True,0.082343094,0.5369444,0.093306944,0.28740564
"As of 2017, the share of GDP spent on the military by China is about",0.50%,2%,6%,12%,B,True,0.046255052,0.5635019,0.18294227,0.20730077
"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been",strongly supported by most studies,"supported mainly by cross-section, not time-series studies","supported mainly by time-series, not cross-section studies",generally repudiated by empirical studies,B,True,0.12236365,0.7041542,0.10798555,0.06549655
"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020?",12 years,9 years,6 years,3 years,B,True,0.07957546,0.58798754,0.27774563,0.054691363
"As of 2017, the share of deaths in Greenland by suicide is about",0.90%,1.80%,3.60%,7.20%,D,True,0.04239211,0.21528488,0.07919889,0.66312414
"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society?",14%,24%,34%,44%,A,False,0.069094256,0.6555481,0.14627255,0.12908508
"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good?",60%,75%,90%,45%,B,True,0.24671827,0.67064977,0.020251868,0.06238015
"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship?",50%,60%,70%,80%,D,False,0.39371848,0.44614148,0.032318383,0.12782168
In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information?,2%,25%,50%,75%,D,False,0.02266206,0.7504644,0.1477752,0.07909836
"In Sub-Saharan Africa, as of 2020,",no nation has been able to grow in the past years.,the Democratic Republic of Congo has become poorer than it initially was in 1980.,some countries have had relatively significant growth rates.,"some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C,False,0.010894927,0.40882912,0.055329002,0.524947
"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger?",15.50%,34.80%,48.10%,65.20%,B,False,0.08259448,0.22451505,0.1543068,0.53858364
How many children between the ages of 5-14 worked globally as of 2012?,5 million,30 million,150 million,500 million,C,False,0.049595352,0.60419506,0.1731048,0.1731048
"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020,","Colombia, Peru, Uruguay, and Costa Rica.","Bhutan, Niger, Cambodia, and Costa Rica.","Uruguay, Costa Rica, Timor-Leste, and Pakistan.","Bhutan, Cambodia, Uruguay and Costa Rica.",A,False,0.08442999,0.37838894,0.10841025,0.42877084
The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,10%,20%,40%,80%,B,False,0.041741397,0.39603132,0.11346488,0.4487623
The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,38%,58%,78%,98%,C,False,0.05704008,0.47759074,0.17569582,0.28967342
"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False?","True, True","True, False","False, True","False, False",B,True,0.11341173,0.65263945,0.14562355,0.08832514
"In 2017, about how many people died from terrorism globally?",260,"2,600","26,000","260,000",C,False,0.11460112,0.6594839,0.078764126,0.14715075
In 1935 roughly how many Americans were in favor of Social Security act?,90%,70%,50%,30%,A,True,0.50496924,0.39327043,0.0414504,0.060309976
Which of the following countries emitted the most CO2 per capita in 2017?,Japan,Canada,Russia,Iran,B,False,0.092539206,0.118822694,0.10486066,0.6837774
"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values?",59%,69%,79%,89%,C,False,0.11355239,0.30866742,0.12867172,0.44910842
"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",9%,19%,39%,59%,B,False,0.026546486,0.19615348,0.17310484,0.60419524
The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,18%,38%,58%,78%,B,False,0.036115684,0.16185926,0.16185926,0.6401658
"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",24%,39%,54%,69%,A,False,0.15378492,0.22375575,0.36891085,0.25354847
"As of 2015, the global fertility rate was about",1.5 children per woman,2.5 children per woman,3.5 children per woman,4.5 children per woman,B,True,0.11460112,0.6594839,0.078764126,0.14715075
What is the median international income as of 2020?,$300 ,"$1,000 ","$10,000 ","$30,000 ",C,False,0.021569438,0.5562832,0.26276955,0.1593778
Before being reelected for a third term as president how many Americans approved of running a third time?,20%,40%,60%,80%,C,False,0.08850309,0.6539543,0.12877125,0.12877125
"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship?",41%,56%,71%,86%,B,False,0.40059763,0.35352618,0.07888235,0.16699393
Public spending on education in the world is about what percentage of global GDP as of 2017?,1%,2%,4%,8%,C,False,0.07246836,0.5354728,0.28661796,0.10544085
"As of 2013, which of the following countries had the highest per capita rate of homelessness?",US,Chile,Ireland,Spain,A,False,0.01702623,0.4391123,0.046282098,0.49757943
"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995",was approximately zero,exceeded that of high income countries,exceeded that of Britain during the industrial revolution,was approximately 3.0% per year,C,False,0.033238664,0.5199402,0.13146147,0.31535968
"As of 2015, about what percentage of the world’s land area is forested?",15%,30%,45%,60%,B,True,0.13413703,0.60116047,0.22115459,0.04354792
The greatest population growth rate has taken place,"in Africa, which is the poorest region of the world with the lowest overall economic growth.","in Asia, which is the poorest region of the world with a steady overall economic growth.","in Asia, which is the poorest region of the world with the lowest overall economic growth.","in Africa, which is the poorest region of the world with a steady overall economic growth.",C,False,0.14982787,0.52295065,0.08019708,0.24702439
The global HIV/AIDS death rate is highest for which of these age groups?,Under 5,14-May,15-49,over 50,C,True,0.0053777923,0.08412282,0.90440553,0.0060938364
"As of 2015, agriculture made up about what percentage of total US GDP?",1%,3%,9%,20%,A,False,0.07064759,0.3587781,0.522019,0.048555337
"As of 2017, what percentage of Indians live in urban areas?",19%,34%,49%,64%,B,False,0.02949544,0.35932803,0.46138632,0.14979021
"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020?","True, True","True, False","False, True","False, False",A,True,0.60129553,0.25065726,0.043557703,0.1044895
"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?",80%,40%,-40%,-80%,B,True,0.05934654,0.56306434,0.07620247,0.30138662
"As of 2013, share of people in the United States who think political parties are corrupt is",36%,56%,76%,96%,C,False,0.03861637,0.53308254,0.10497018,0.3233309
Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015?,China,Japan,Chile,India,C,False,0.39663112,0.39663112,0.14591244,0.060825355
"As of 2020, about how much do you need to make annually to be among the richest one percent in the world?","$150,000 ","$75,000 ","$35,000 ","$15,000 ",C,False,0.15581904,0.22671536,0.0736037,0.54386187
In 1943 how many Americans believed in the Holocaust?,30%,50%,70%,90%,B,True,0.21013694,0.39258745,0.12745449,0.26982117
Which of the following countries emitted the most CO2 in 2017?,Canada,Russia,Iran,Japan,D,True,0.037242208,0.047819942,0.16690801,0.74802977
"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____.","India, Congo","India, South Korea","Congo, South Korea","South Korea, India",A,False,0.015499588,0.8462488,0.03718158,0.10107001
"As of 2013, share of people in the India who think political parties are corrupt is",26%,46%,66%,86%,D,False,0.036346503,0.26856634,0.3907617,0.30432552
"As of 2019, about what percentage of French people say God plays an important role in their life?",11%,31%,51%,71%,B,False,0.051156882,0.13905881,0.25979605,0.54998827
"As of 2017, the share of GDP spent on the military by the United States is about",1%,3%,6%,10%,B,False,0.06761292,0.3225632,0.19564447,0.41417935
"As of 2017, the share of global deaths by suicide is about",0.70%,1.40%,2.80%,5.60%,B,True,0.22709173,0.42426318,0.121553436,0.22709173
Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included,artificial political boundaries that covered diverse ethnic groups with little in common,inadequate access to higher education and training for nationals under the colonial administration,control of domestic commerce by foreign minority groups which had been brought in by the colonial power,all of the above,D,True,0.028318696,0.028318696,0.005576282,0.9377864
