0,1,2,3,4,5,llama2_7B_ds2_sharegpt_xc_52000/epoch3_correct,llama2_7B_ds2_sharegpt_xc_52000/epoch3_choiceA_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch3_choiceB_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch3_choiceC_probs,llama2_7B_ds2_sharegpt_xc_52000/epoch3_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.2918031,0.33065623,0.20055315,0.17698753
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.14455327,0.23832805,0.5045405,0.112578206
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.39564237,0.18688822,0.27192077,0.1455487
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.26924953,0.44391742,0.20969173,0.077141285
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.5201086,0.3154618,0.048377637,0.11605191
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.49056256,0.26257923,0.18046789,0.066390425
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.40452573,0.2780262,0.1686314,0.1488167
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.16503881,0.053580254,0.7396526,0.041728344
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.57526827,0.34891784,0.053508285,0.02230557
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.24788967,0.40870097,0.15035269,0.19305666
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.27764884,0.21623315,0.40397668,0.1021413
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.109985694,0.16002823,0.63292396,0.09706204
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.21170604,0.44818172,0.21170604,0.12840621
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.29133224,0.33012268,0.2570998,0.12144535
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.32633546,0.10594562,0.36978653,0.19793248
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.21333186,0.39855638,0.27392355,0.11418832
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.14696412,0.08913824,0.74634534,0.01755236
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.7112345,0.09625512,0.09625512,0.09625512
