0,1,2,3,4,5,llama_7B_ga_firstturn_20000/ckp10000_correct,llama_7B_ga_firstturn_20000/ckp10000_choiceA_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceB_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceC_probs,llama_7B_ga_firstturn_20000/ckp10000_choiceD_probs
London dispersion forces are caused by,temporary dipoles created by the position of electrons around the nuclei in a molecule,the three-dimensional intermolecular bonding present in all covalent substances,the uneven electron-to-proton ratio found on individual atoms of a molecule,the electronegativity differences between the different atoms in a molecule,A,False,0.32551435,0.36885607,0.018364262,0.2872654
Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.,"70 pm, 1402 kJ/mol","86 pm, 898 kJ/mol","135 pm, 523 kJ/mol","40 pm, 995 kJ/mol",A,False,0.24103393,0.27312723,0.2127117,0.27312723
"An unknown substance is found to have a high melting point. In addition, it is a poor conductor of electricity and does not dissolve in water. The substance most likely contains",ionic bonding,nonpolar covalent bonding,covalent network bonding,metallic bonding,C,False,0.21411417,0.58202267,0.08925607,0.11460706
The net ionic equation expected when solutions of NH4Br and AgNO3 are mixed together is,Ag+(aq) + Br-(aq) → AgBr(s),NH4+(aq) + Ag+(aq) → Ag(NH4)3+2(aq),Br-(aq) + NO3-(aq) → NO3Br(aq),NH4Br(aq) + NO3-(aq) → NH4NO3(aq) + Br-(aq),A,True,0.4679368,0.118312955,0.092142224,0.32160798
The symbol for antimony is,W,Sb,Fe,An,B,True,0.040890776,0.9306698,0.019315435,0.009123965
"A sealed, rigid container contains three gases: 28.0 g of nitrogen, 40.0 g of argon, and 36.0 g of water vapor. If the total pressure exerted by the gases is 2.0 atm, what is the partial pressure of the nitrogen?",0.33 atm,0.40 atm,0.50 atm,2.0 atm,C,False,0.26586688,0.4967047,0.1612564,0.076172136
Monatomic ions of the representative elements are often,very soluble,very electronegative,isoelectronic with a noble gas,highly colored,C,False,0.4064583,0.46057758,0.07063186,0.062332395
Hund's rule requires that,no two electrons can have the same four quantum numbers,no two electrons with the same spin can occupy an orbital,no two electrons can occupy separate orbitals,no two electrons can pair up if there is an empty orbital at the same energy level available,D,False,0.3304492,0.374448,0.09467528,0.20042758
All of the following ions have the same electron configuration except,Rb+,Se2-,As5+,Sr2+,C,False,0.2517814,0.47038957,0.19608754,0.08174145
"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because",the O–H bonds in sulfuric acid are much weaker than in sulfurous acid due to the electron withdrawing of the oxygen atoms on sulfuric acid,sulfuric acid has more oxygen atoms in its formula,the sulfur in sulfuric acid is more electronegative than the sulfur in sulfurous acid,sulfuric acid has the hydrogen atoms bound directly to the sulfur atom,A,True,0.39846432,0.39846432,0.08890941,0.114161946
What is the molarity of a sodium hydroxide solution that requires 42.6 mL of 0.108 M HCl to neutralize 40.0 mL of the base?,0.0641 M,1.64 M,0.115 M,0.400 mol/L,C,True,0.065826856,0.26035026,0.3788074,0.29501548
Which of the following substances has an asymmetrical molecular structure?,SF4,PCl5,BF3,CO2,A,False,0.12892358,0.74190396,0.113774665,0.015397725
"Hydrogen fluoride, HF, is a liquid at 15°C. All other hydrogen halides (represented by HX, where X is any other halogen) are gases at the same temperature. Why?",Fluorine has a very high electronegativity; therefore the H-F bond is stronger than any other H-X bond.,HF is smaller than any other H-X molecule; therefore it exhibits stronger London dispersion forces.,The dipoles in a HF molecule exhibit a particularly strong attraction force to the dipoles in other HF molecules.,The H-F bond is the most ionic in character compared to all other hydrogen halides.,C,False,0.32502207,0.2233842,0.034257077,0.4173366
"The reaction of Br2(g) with Cl2(g) to form BrCl(g) has an equilibrium constant of 15.0 at a certain temperature. If 10.0 grams of BrCl is initially present in a 15.0-liter reaction vessel, what will the concentration of BrCl be at equilibrium?",3.8 × 10^-3 mol/L,5.77 × 10^-3 mol/L,1.97 × 10^-3 M,9.9 × 10^-4 M,A,True,0.39418483,0.3478669,0.1450125,0.11293585
A sample of liquid NH3 is brought to its boiling point. Which of the following occurs during the boiling process?,The N-H bonds within the NH3 molecules break apart.,The overall temperature of the solution rises as the NH3 molecules speed up.,The amount of energy within the system remains constant.,The hydrogen bonds holding separate NH3 molecules together break apart.,D,False,0.06349921,0.6024638,0.04945324,0.28458375
"A student has a liter of a 0.100 M solution of a strong acid. To prepare a buffer, this should be mixed with",a strong acid,a weak acid,a weak base,a strong base,C,False,0.13910395,0.5501668,0.20239505,0.108334266
Which of the following indicates that a reaction is spontaneous?,at equilibrium there are more products than reactants,the value of ΔG° is greater than zero,the value of ΔS° is greater than zero,the value of Keq is less than one,A,False,0.35980427,0.40771165,0.06252461,0.1699595
Which of the following is expected to have the largest bond polarity?,S–O,P–F,C–B,C–N,B,True,0.22866105,0.5485293,0.13868994,0.0841197
A mechanism is a sequence of elementary reactions that add up to the overall reaction stoichiometry. A substance that is produced in one elementary reaction and consumed in another is called,a catalyst,an intermediate,a reactant,a complex,B,True,0.14031394,0.80745095,0.03547692,0.016758109
Approximately how many half-lives will it take to reduce 10.0 kg of a radioactive substance to 1.0 microgram of that substance?,8,13,29,34,D,False,0.055881176,0.41290915,0.41290915,0.11830045
S(s) + O2(g) → SO2(g),either S(s) or O2(g) will be completely used up,Q must be close to 1.0 since there is one mole of gas on each side of the equation,this reaction goes to completion,adding O2 will change the equilibrium constant,B,True,0.17955758,0.55307627,0.15845901,0.10890718
"Three half-lives after an isotope is prepared,",25% of the isotope is left,25% of the isotope decayed,12.5% of the isotope is left,12.5% of the isotope decayed,C,False,0.21439138,0.35347164,0.24293727,0.18919975
"Which pair of reactants will have no net ionic equation (that is, all the ions cancel)?",Na2SO3 + FeCl2,CaCl2 + MnSO4,NH4I + Pb(NO3)2,KOH + HClO4,B,False,0.6327066,0.20540975,0.10994792,0.051935717
Which of the following is expected to be the least soluble in water?,NaBr,NiSO3,CrCl3,Mn(NO3)2,B,True,0.09666,0.49087998,0.18058465,0.23187529
The rate law may be written using stoichiometric coefficients for which of the following?,Precipitation reactions,Acid-base reactions,Elementary processes,Solubility reactions,C,False,0.13417408,0.60132647,0.0922164,0.17228292
"A liquid element that is a dark-colored, nonconducting substance at room temperature is",mercury,bromine,iodine,bismuth,B,True,0.109985694,0.63292396,0.16002823,0.09706204
The molecule with a tetrahedral shape is,PCl4F,BF3,CO2,CBr4,D,False,0.607358,0.32509533,0.023549825,0.043996867
The ideal gas law is successful for most gases because,room temperature is high,volumes are small,gas particles do not interact significantly,gases are dimers,C,False,0.45469776,0.45469776,0.029067853,0.061536647
What is an alpha particle?,Another name for an electron,Another name for a helium nucleus,Another name for a positron,Another name for a cosmic ray,B,True,0.06305273,0.870416,0.04333546,0.0231958
Your supervisor asks you to determine the enthalpy of a certain chemical reaction. Which would you do?,"Measure the ΔS and the ΔG for the reaction, and calculate the ΔH from the Gibbs free energy equation.",Use a bomb calorimeter to measure the heat of the reaction.,Use a solution calorimeter such as a coffee-cup calorimeter to measure the heat.,"Use a photoelectron spectrometer to measure the energies of all atoms in the compounds, and use Hess's law to add them.",C,False,0.6334416,0.26405776,0.03573633,0.06676426
The bond length between any two nonmetal atoms is achieved under which of the following conditions?,Where the energy of interaction between the atoms is at its minimum value,Where the nuclei of each atom exhibits the strongest attraction to the electrons of the other atom,The point at which the attractive and repulsive forces between the two atoms are equal,The closest point at which a valence electron from one atom can transfer to the other atom,A,False,0.03752484,0.45714614,0.048182845,0.45714614
"The oxidation number of chlorine in the perchlorate ion, ClO4–, is",2,-3,-1,7,D,False,0.07168448,0.36404383,0.4125157,0.15175605
