0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_correct,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_52000_gpt35_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.08487843,0.058336042,0.05148137,0.80530417
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.4420442,0.087043665,0.12664779,0.34426436
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,True,0.20175622,0.1571279,0.1571279,0.48398802
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,True,0.10835821,0.7065843,0.027397245,0.15766026
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.09567654,0.074512966,0.12285112,0.70695937
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.15856852,0.17968166,0.23071584,0.4310339
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.09558192,0.62327236,0.021327207,0.25981858
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.083255924,0.044563685,0.32928357,0.5428968
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.4990959,0.16203271,0.036154386,0.30271697
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,True,0.12012895,0.10601343,0.08256334,0.6912944
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.15756683,0.48534,0.17854661,0.17854661
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,True,0.062144477,0.102458924,0.24578618,0.5896104
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.24215078,0.39923915,0.04768232,0.31092778
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.10322741,0.17019323,0.13254662,0.5940327
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.10278078,0.35874018,0.13197313,0.40650588
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.17238429,0.28421363,0.2213458,0.32205623
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.06729214,0.059385106,0.63845,0.23487264
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.20441304,0.20441304,0.03552166,0.55565226
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.053294342,0.8336638,0.013474921,0.099566944
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.13414223,0.25061068,0.25061068,0.3646364
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.09460815,0.42400432,0.10720508,0.3741825
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.107117355,0.15585482,0.25696117,0.48006666
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.16008352,0.20555131,0.14127322,0.49309197
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.38023922,0.23062675,0.15850729,0.23062675
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.15342069,0.3247916,0.19699608,0.3247916
