0,1,2,3,4,5,llama_7B_alpacalong_20000_2/ckp25k_correct,llama_7B_alpacalong_20000_2/ckp25k_choiceA_probs,llama_7B_alpacalong_20000_2/ckp25k_choiceB_probs,llama_7B_alpacalong_20000_2/ckp25k_choiceC_probs,llama_7B_alpacalong_20000_2/ckp25k_choiceD_probs
An important source of information on the credit rating of retail businesses is,the Retail Merchants Association,the local chamber of commerce,"Dun & Bradstreet, Inc.",the United States Retail Credit Association,C,False,0.1342264,0.06340406,0.029949956,0.7724196
"In preparation for a writing unit on short stories, a teacher presents students with several examples of short stories and works with them to identify defining characteristics of the genre. Which of the following best describes this instructional strategy?",Conferencing,Discipline-based inquiry,Self-Regulated Strategy Development,Introduction-Body-Conclusion strategy,B,False,0.07356785,0.15574314,0.29096648,0.47972262
Paper will burn at approximately what temperature in Fahrenheit?,986 degrees,2125 degrees,3985 degrees,451 degrees,D,False,0.14201483,0.3860363,0.26531863,0.20663035
The Apple iMac computer is available in all of the following colors except which?,Tangerine,Strawberry,Kiwi,Grape,C,False,0.8862551,0.026762584,0.03032598,0.05665639
What were the first names of the early American explorers Lewisand Clark?,Morgan and Mason,Meriwether and William,Cabot and Joseph,Meredith and George,B,False,0.8298256,0.12725788,0.0016019403,0.041314583
"A teacher provides support for small, flexible groups of beginning readers. As students read a text or a book that is unfamiliar to them, the teacher works with the students to teach them how to use a variety of reading strategies. Which of the following reading approaches is described?",Direct instruction,Literature circle,Guided reading,Read-aloud,C,False,0.14046311,0.1803582,0.29736042,0.38181832
What is varicella?,a fancy pasta,a type of opera,the chicken pox virus,ancient Roman poetry,C,True,0.23205654,0.051778816,0.5566747,0.15948997
Which of the following materials has a resistance that is LEAST affected by temperature changes?,Copper,Carbon,Germanium,Silicon,A,False,0.19969821,0.4227611,0.25641757,0.12112309
A second-year college student is usually called a what?,sophomore,senior,freshman,junior,A,True,0.71428424,0.10953904,0.15937836,0.016798357
In the film 'The Talented Mr Ripley' who plays Mr Ripley?,Jude Law,Matt Damon,Dustin Hoffman,Ben Affleck,B,False,0.6547273,0.02876671,0.12892345,0.18758251
A hard-edge painting is most likely to be characterized by,"an even, solid paint application",blurry color mixed on the painting's surface,scratchy brush marks clearly separated,translucent multiple layers of paint,A,True,0.40252653,0.13068123,0.19014007,0.2766522
Who was president of the United States when Bill Clinton was born?,Herbert Hoover,Harry S Truman,Franklin Roosevelt,Dwight Eisenhower,B,False,0.18694364,0.3492567,0.44845447,0.015345268
Which of the following lists includes minerals only?,"Granite, gabbro, diorite, quartz, feldspar","Gold, quartz, topaz, diamond, corundum","Gneiss, schist, phyllite, chlorite, mica","Coal, chert, limestone, dolomite, halite",B,True,0.34540135,0.44350412,0.09895915,0.1121354
Which of the following is a likely outcome of the development and use of genetically modified plants?,Reduced cost of plant seeds,New plant varieties being patented,Increased genetic diversity within a planted field,Less oversight and fewer regulations than for unmodified crops,B,False,0.08788818,0.09959036,0.50576156,0.3067599
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",Plot sequence,Point of view,Character development,Setting,A,False,0.09928284,0.26987875,0.39267126,0.23816717
"Which movie popularized the phrase ""You talkin' to me?""",Ghost Busters,Taxi Driver,Joker,Groundhog Day,B,False,0.528309,0.11788167,0.22023195,0.13357744
Which of the following most likely indicates the presence of water in the hydraulic system in a piece of farm machinery?,"A grayish, milky fluid",Excessive fluid use,Excessive thinning of the fluid,A noisy relief valve,A,True,0.47020087,0.22210716,0.17297724,0.13471481
What animal represents the year 2000 on the Chinese calendar?,dragon,rabbit,tiger,monkey,A,True,0.49574333,0.23417257,0.035911527,0.23417257
Which of the following is part of a farm combine?,Beater,Conditioner,Seed plate,Furrow opener,A,True,0.6656445,0.070158415,0.11567167,0.14852537
According to legend in what country are you most likely to meet a leprechaun?,Ireland,Poland,Greenland,Scotland,A,True,0.8362226,0.07778082,0.017355246,0.06864133
During which of the following processes within the hydrologic cycle do water molecules absorb energy?,Formation of ice from water,Formation of a cloud from water vapor,Runoff along the land surface,Evaporation from the ocean surface,D,True,0.004176849,0.06533691,0.22804822,0.702438
What French city is home to a famous international film festival each spring?,Cannes,Marseille,Dijon,Lyon,A,True,0.95564,0.0034465762,0.025466943,0.015446482
What do you call three consecutive strikes in bowling?,yahtzee,mulligan,turkey,ace,C,False,0.4234426,0.20002012,0.20002012,0.17651713
Which of the boys on the TV show 'My Three Sons' is adopted?,Mike,Ernie,Chip,Robbie,B,False,0.65236926,0.18690693,0.10004407,0.060679797
Which of these horror films spawned the most sequels?,Scream',Jaws',Halloween',Friday the 13th',D,False,0.24841504,0.31897122,0.36144173,0.071172096
What is the name of the female character played by comedian Flip Wilson on his 1970s TV show?,Miss Jackie,Elizabeth Sanford,Geraldine Jones,Gladys Knight,C,False,0.8676465,0.0807037,0.01800743,0.033642307
What kind of animal is a peregrine?,moose,cat,bird,fish,C,False,0.8225158,0.0982355,0.011732557,0.06751621
What part of the human body does a gastroenterologist examine?,Brain,Skeleton,Stomach,Nose,C,True,0.2865927,0.072461985,0.60671675,0.034228615
A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination?,Blue,Green,Red,Black,D,False,0.85018814,0.054350708,0.06978769,0.025673458
Meat should be kept frozen at what temperature in degrees Fahrenheit?,0 degrees or below,between 10 and 20 degrees,between 20 and 30 degrees,just below 32 degrees,A,False,0.03928051,0.25614113,0.22604373,0.47853458
What kind of animal is cartoon character Tennessee Tuxedo?,cat,skunk,walrus,penguin,D,False,0.59086204,0.1692848,0.070568405,0.1692848
What US president is mentioned by name in the opening theme song of TV's 'All in the Family'?,Calvin Coolidge,Harry Truman,Herbert Hoover,Richard Nixon,C,True,0.06701305,0.09750341,0.49516317,0.34032035
What is the heaviest confirmed noble gas?,Xenon,Argon,Radon,Krypton,C,False,0.059385132,0.26614568,0.0360189,0.6384503
How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,1 mol,2 mol,3 mol,6 mol,D,True,0.038628563,0.22229204,0.13482694,0.6042524
Who led the 1831 slave insurrection in SouthamptonVirginia?,John Brown,Dred Scott,Nat Turner,Harriet Tubman,C,True,0.07333977,0.17593296,0.42204124,0.32868606
For what purpose would you use an awl?,to shoot ducks,to polish floors,to make holes,to weigh fruit,C,True,0.03508049,0.12244294,0.5487512,0.29372534
Which of these bones is located in the wrist?,Patella,Humerus,Carpals,Coccyx,C,True,0.041559484,0.14505686,0.5062982,0.30708537
What do you call a young cow?,mare,lamb,kid,calf,D,False,0.45287284,0.16660261,0.21392198,0.16660261
Which of these is an Italian Design firm?,Escada,Fendi,Ghost,Mainbocher,B,False,0.89153284,0.056993786,0.030506575,0.020966843
Operant conditioning would be most useful for,determining whether a toddler is securely attached,increasing on-task behavior in the classroom,measuring a dependent variable,preventing anterograde amnesia,B,False,0.10882486,0.23038223,0.43041065,0.23038223
Which of these countries was not a member of the Axis alliance during World War II?,Germany,Italy,Spain,Japan,C,False,0.18174268,0.124909796,0.05900321,0.6343443
The demand for labor is called derived demand because it is,dependent on the demand for the final product that the labor is used to produce,inversely related to the wage rate,dependent on the availability of capital goods,directly related to the marginal utility of working,A,False,0.045956325,0.12492225,0.1102435,0.7188779
Which of the following actions is most important before removing the blade from a gas-powered lawn mower?,Adjusting the wheels to their highest level,Removing the spark plug,Emptying the gas tank,Removing the air filter,B,True,0.23012061,0.33482352,0.29548073,0.1395752
Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward?,Lift,Drag,Thrust,Weight,C,False,0.3017445,0.23499885,0.3017445,0.1615122
Which of the following heavenly bodies have never had a spacecraft landed on it?,Venus,Mars,The Moon,Jupiter,D,False,0.36966917,0.25406966,0.05002928,0.3262319
The labor force primarily consists of all,employed workers under the age of 16,persons classified as unemployed or employed,persons who are employed as full-time workers,"unemployed, employed, and discouraged workers",B,False,0.47343782,0.28715456,0.11970383,0.11970383
Which of the following is an example of persuasive speech?,A campaign manager's introduction of a mayoral candidate,A professor's lecture on the structure of the heart,A company president's yearly sales report,A tour guide's discussion of an art museum installation,A,False,0.17968169,0.43103397,0.23071587,0.15856855
What is the name of the POW camp where 'Hogan's Heroes' are held?,Stalag 13,Alcatraz 17,Devil's Island,Leavenworth,A,False,0.23499885,0.3017445,0.3017445,0.1615122
Which value is the most reasonable estimate of the volume of air an adult breathes in one day?,100 liters,"1,000 liters","10,000 liters","100,000 liters",C,False,0.10594561,0.32633543,0.19793247,0.3697865
What is a Dutch oven?,a toaster oven,a microwave,a kettle pot,a sauna,C,False,0.43291965,0.12403356,0.18046775,0.26257905
What does it mean to work 'probono'?,work overtime,work without pay,work as your own boss,not work at all,B,False,0.20663032,0.26531857,0.38603625,0.1420148
What is the largest animal ever to live on Earth?,blue whale,giant squid,woolly mammoth,Tyrannosaurus,A,False,0.034132615,0.41582036,0.016123105,0.5339239
Which of these is not a Hindudeity?,Shiva,Vishnu,Sanskrit,Brahma,C,False,0.4885993,0.040106673,0.040106673,0.43118736
What kind of angle is formed where two perpendicular lines meet?,obtuse,acute,right,invisible,C,False,0.5600823,0.16046627,0.23347704,0.045974355
The nineteenth-century photographic process used to create a daguerreotype was notable for its,quick exposure time,ability to capture sharp detail,capacity to be reproduced multiple times,use of paper negatives,B,False,0.014223516,0.25211784,0.3668293,0.3668293
A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of,an oligopoly,a pure monopoly,monopolistic competition,pure competition,A,False,0.26112592,0.17946905,0.17946905,0.37993598
In traditional English puppet shows who is married to the character Punch?,Debbie,Victoria,Judy,Barbara,C,False,0.52979153,0.043487936,0.41260207,0.014118466
In what sport do athletes compete for the Walker Cup?,cricket,tennis,squash,golf,D,False,0.8755932,0.055974796,0.03847088,0.02996115
A pita is a type of what?,Fresh Fruit,flat bread,French tart,fried bean dip,B,False,0.8345018,0.127975,0.015284434,0.02223872
What is the oldest permanent European settlement in the United States?,St Augustine Florida,Plymouth Massachusetts,Newport News Virginia,Charlotte North Carolina,B,False,0.49987897,0.44114164,0.052686855,0.0062925476
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following?",The amount of the Moon's surface that is in Earth's shadow,The amount of the illuminated side of the Moon that can be seen from Earth,The part of the Moon that faces Earth as the Moon rotates on its axis,The tilt of the Moon on its axis,B,True,0.3419952,0.43913054,0.07630945,0.14256482
In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,Music,Theology,Mathematics,Law,C,True,0.16866618,0.11592246,0.6670877,0.048323672
Which of the following is not a flavor of Ben & Jerry's Ice Cream?,Wavy Gravy,Bovinity Divinity,Cutie Patootie,Chubby Hubby,C,False,0.29190114,0.17704698,0.15624341,0.3748085
Which of the following terms refers to the use of distortion to create the illusion of an object extending into space?,Cantilevering,Contrapposto,Sfumato,Foreshortening,D,True,0.014859979,0.3832439,0.10980122,0.4920949
How much energy do Americans waste each year by throwing out the unused ice in their drinks?,6*10^8 J,6*10^11 J,6*10^14 J,6*10^17 J,C,False,0.02045259,0.15112534,0.15112534,0.67729676
Who wrote 'A Tale of Two Cities'?,Charles Dickens,Nathaniel Hawthorne,Washington Irving,Mark Twain,A,False,0.35196498,0.39882857,0.24190176,0.0073048
What is your astrological sign if you were born on Halloween?,Scorpio,Capricorn,Libra,Cancer,A,True,0.9871072,0.0045712134,0.003141746,0.0051798634
In an adult human how long is the large intestine?,one foot,five feet,twelve feet,twenty feet,B,False,0.5046292,0.21036074,0.1856427,0.09936738
The purpose of an amicus curiae brief is to,influence the outcome of a Supreme Court case,explain the reasoning of a Supreme Court decision,request a writ of habeas corpus from the Supreme Court,order a party to comply with a Supreme Court decision,A,False,0.12607722,0.38834518,0.34271342,0.14286421
What are the names of the two primary M&M's spokes-candies?,Peanut and Plain,Red and Yellow,Mort and Marty,They don't have names,B,False,0.8988798,0.057463463,0.039494023,0.0041626394
The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,Earthquakes,Magnetic reversals,Hurricanes,Increased deposition of deep-sea sediments,A,False,0.18131405,0.33873922,0.14120752,0.33873922
In bowling how many pins must you knock down to get a strike?,zero,8,10,12,C,False,0.35823798,0.1493358,0.24621314,0.24621314
Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges?,Circle,Triangle,Hexagon,Rectangle,B,False,0.44910848,0.11355241,0.30866745,0.12867174
What kind of item is a ginsu?,radio,knife,toothbrush,martial arts weapon,B,False,0.3784203,0.012948831,0.05803263,0.55059826
Which of these words is a synonym for 'perambulate'?,kiss,shout,stroll,heal,C,False,0.24669611,0.59179324,0.13204692,0.029463649
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students?",Paraphrasing ideas,Spelling words correctly,Expressing speech in print,Capitalizing proper nouns,C,False,0.055680413,0.19434373,0.15135504,0.59862083
What's the third letter of the Greek alphabet?,delta,gamma,phi,theta,B,False,0.0018374406,0.05369789,0.15538,0.78908473
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found?",The water table would be found at sea level.,The water table would be found at an elevation lower than 550 feet above sea level but above sea level.,The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface.,"The water table would intersect with the land surface at the top of the hill, forming a spring.",C,False,0.3166202,0.13198693,0.0907132,0.46067965
Before he went into coaching Phil Jackson played for which of the following NBA teams?,Boston Celtics,Los Angeles Lakers,New York Knicks,Philadelphia 76ers,C,False,0.4013828,0.4548263,0.10148547,0.042305436
