0,1,2,3,4,5,llama_7B_alpaca_20000_2/ckp25k_correct,llama_7B_alpaca_20000_2/ckp25k_choiceA_probs,llama_7B_alpaca_20000_2/ckp25k_choiceB_probs,llama_7B_alpaca_20000_2/ckp25k_choiceC_probs,llama_7B_alpaca_20000_2/ckp25k_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.27573752,0.14759165,0.061525356,0.5151455
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.4718992,0.32433128,0.030167507,0.17360203
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.2715061,0.3076567,0.11318058,0.3076567
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.23252428,0.2985671,0.085540906,0.38336772
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,True,0.3176955,0.5237913,0.026078032,0.13243519
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,False,0.49670482,0.3012667,0.040772013,0.16125645
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.744605,0.08893039,0.037071697,0.12939295
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,True,0.19600013,0.36617643,0.15264504,0.28517848
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.49784395,0.23516482,0.059458982,0.20753223
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.31597686,0.35804868,0.07989146,0.24608302
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.15393884,0.78176594,0.014318543,0.049976625
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.4465309,0.3068959,0.060431387,0.18614177
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,True,0.5197933,0.2782253,0.033229273,0.16875216
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,True,0.45842078,0.21654265,0.079661585,0.24537498
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.23614785,0.3435931,0.07666598,0.3435931
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,True,0.3605777,0.46299094,0.026120162,0.15031114
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.5281224,0.13353026,0.055663694,0.28268358
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.49253836,0.38358927,0.013972239,0.10990017
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,True,0.21727408,0.16921322,0.022900518,0.5906122
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.32623193,0.3696692,0.050029285,0.2540697
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.30744812,0.30744812,0.036719438,0.34838435
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.5175036,0.27699974,0.03748784,0.16800882
−4 +  ( −3 )=,−7,−1,1,7,A,True,0.43899596,0.18300074,0.07628606,0.30171722
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,False,0.40756795,0.5233276,0.013946207,0.05515832
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,False,0.27306432,0.24097842,0.08865101,0.39730623
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,True,0.34821182,0.27118763,0.032388747,0.34821182
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.42877084,0.10841025,0.08442999,0.37838894
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.3247377,0.3247377,0.063944645,0.28658
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,False,0.2779484,0.5884168,0.017768648,0.11586614
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,False,0.04839851,0.24578792,0.037692796,0.6681208
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,False,0.32330918,0.32330918,0.03007244,0.32330918
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.49441954,0.26464373,0.059049994,0.18188679
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,True,0.52925634,0.19470254,0.104216754,0.17182438
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.33804274,0.49184924,0.04574911,0.12435897
