0,1,2,3,4,5,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_correct,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceA_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceB_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceC_probs,alpacacode_llama2_7B_sharegpt_qy_vic_2000_Tptvicuna_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,True,0.25173718,0.10493966,0.47030693,0.17301625
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,True,0.027640896,0.02152675,0.9153407,0.03549161
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.06406143,0.049891092,0.780428,0.105619445
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.1611486,0.14221314,0.637355,0.059283257
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.055134173,0.055134173,0.67167175,0.21805988
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.19383173,0.11756489,0.59704375,0.091559626
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,True,0.2236818,0.19739848,0.32545507,0.25346467
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.01064816,0.008292796,0.9585169,0.022542158
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.4628413,0.1702698,0.31810588,0.048783112
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.104216754,0.19470254,0.52925634,0.17182438
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,True,0.1418143,0.09746745,0.6355676,0.12515068
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.008076996,0.14316818,0.82387596,0.024878899
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.12012894,0.08256333,0.6912943,0.10601342
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.06810246,0.08744528,0.73217034,0.11228196
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,True,0.08662503,0.015053174,0.82187545,0.07644633
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.0786069,0.061219122,0.74580157,0.11437238
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,False,0.007493992,0.0051505403,0.9815192,0.0058363266
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,False,0.19957982,0.13716908,0.3728642,0.29038692
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.1674683,0.5845218,0.21503355,0.03297646
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.24581178,0.11611326,0.5896718,0.048403207
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,True,0.12791486,0.21089596,0.5732746,0.08791451
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.03089608,0.021234546,0.90291584,0.044953533
−4 +  ( −3 )=,−7,−1,1,7,A,False,0.068236746,0.068236746,0.8312937,0.032232754
