0,1,2,3,4,5,alpacacode_llama2_chat_7B_correct,alpacacode_llama2_chat_7B_choiceA_probs,alpacacode_llama2_chat_7B_choiceB_probs,alpacacode_llama2_chat_7B_choiceC_probs,alpacacode_llama2_chat_7B_choiceD_probs
What is the value of p in 24 = 2p?,p = 4,p = 8,p = 12,p = 24,C,False,0.51750344,0.07003647,0.16800876,0.24445131
Ms. Perez drove a total of 40 miles in 5 days. She drove the same number of miles each day. How many miles did Ms. Perez drive each day?,5,7,8,9,C,False,0.09347109,0.60950804,0.22422548,0.072795354
Find the quotient of −40 ÷ (−8).,1 over 5,−5,−1 over 5,5,D,False,0.07357567,0.69806653,0.107051976,0.12130577
"A soccer team has $90.00 to buy soccer balls. If one soccer ball costs $15.60, what is the greatest number of soccer balls the team can buy?",4,5,6,7,B,False,0.09932245,0.26998642,0.44513234,0.18555877
You and three friends go to a concert. The total cost for four tickets is $112. Write and solve an equation to find the cost of one ticket t.,4t = 112; $448,4t = 112; $28,t over 4 = 112; $448,t over 4 = 112; $28,B,False,0.11176305,0.20880087,0.64315194,0.03628415
Use the expression below to answer the question. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 What is the value of the expression?,9,11,26,32,C,True,0.052740928,0.3035031,0.5670184,0.07673759
Write 1 and 1 over 11 as a whole or mixed number in simplest form.,1.1 over 11,11 over 11,12 over 11,11 over 12,C,False,0.70175165,0.2278254,0.03959012,0.030832816
Find the quotient of 2.16 ÷ 0.06.,3.6,36,0.01272,12.72,B,False,0.06383398,0.04387241,0.8812009,0.011092682
Find the difference of 142.76 – 16.5.,159.26,2.224,"14,111",126.26,D,False,0.843163,0.1141097,0.037045997,0.005681188
Find the quotient of 5.04/0.7,0.72,0.702,10.0571,7.2,D,False,0.027570842,0.91302085,0.051509112,0.007899178
Jimmy and Kima are going on a trip. They will drive for three days. The first day they will drive 182 miles. The second day they will drive 439 miles. The third day they will drive 217 miles. Which expression is the closest estimate of how many miles Jimmy and Kima will drive on their trip?,150 + 400 + 200,200 + 400 + 200,200 + 450 + 200,200 + 500 + 200,C,False,0.08164549,0.6032831,0.2514858,0.06358557
What is the remainder of 21 divided by 7?,21,7,1,None of these,D,False,0.008173463,0.30670694,0.44625595,0.2388636
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,8,9,49,63,A,False,0.03965495,0.4263309,0.4830962,0.050917964
Find the number that makes the statement 48 over 88 = ? over 11 true.,6,11,8,5,A,False,0.12229289,0.42684412,0.3766886,0.07417439
Which is the best buy?,10 bars of soap for $23.20,16 bars of soap for $36.48,13 bars of soap for $29.51,12 bars of soap for $27.60,C,False,0.10705828,0.4798019,0.3297627,0.08337707
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,B,False,0.05705686,0.32833955,0.47773123,0.13687229
"Find the median in the set of data 23, 13, 18, 29, 32, 25.",18,24,25,29,B,True,0.07494503,0.55377305,0.33588034,0.035401527
"Jack picks 60 apples from an apple tree. He uses 12 of them to make applesauce. He places the remaining apples equally into 6 gift baskets. Which equation can be used to determine the numberof apples, a, that Jack places into each gift basket?",(60/6)—12=a,(60—12)/6=a,(60-6)-12=a,(60+12)/6=a,B,True,0.3216468,0.5303059,0.092153355,0.05589383
A certain map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,5,25,50,125,D,False,0.11074544,0.81830424,0.05927776,0.011672483
Simplify (2 + 5)^2 − 42.,7,16,30,33,A,False,0.118778504,0.603207,0.22190745,0.056106992
Find the value of 4 ÷ 2 • 2 + 8 − 4.,−12,12,8,16,C,False,0.021157151,0.70062864,0.22746082,0.05075337
A coach rounded the number of runners at a track meet to the nearest 10. The rounded number of runners is 400. Which number could be the actual number of runners at the track meet?,382,397,406,447,B,False,0.025041316,0.14410283,0.6458241,0.1850317
−4 +  ( −3 )=,−7,−1,1,7,A,True,0.72885704,0.14352046,0.05982823,0.06779427
"Mark has a stamp collection. He has 22 stamps from Japan, 34 from Canada, and 17 from Mexico. How many stamps does he have in all?",53,63,73,83,C,True,0.20902108,0.1267777,0.5014155,0.16278577
Identify a solution for the equation x + 2.7 = 8.4 from the given numbers.,11.1,5.7,3.7,22.68,B,True,0.011258856,0.5424821,0.37284213,0.07341696
Find the number that makes the statement true: 0.32 g = _ cg.,32,3.2,"3,200",320,A,False,0.079771824,0.8576279,0.033253845,0.029346414
Find the product of 5.7(8) mentally using the Distributive Property.,46.4,456,4.56,45.6,D,False,0.2066072,0.12531361,0.636395,0.03168424
"What is the quotient for the expression 2,314 / 4?",508,508 r2,578,578 r2,D,False,0.5508626,0.26020905,0.17883891,0.010089401
"Rosa has a goal of running a total of 100 miles this month. Each day that she ran, she ran 5 miles. Which expression could Rosa use to determine how many miles she has left to run after running for d days?",100 — 5d,5d+ 100,100 / 5d,5d,A,True,0.8240039,0.16225599,0.010372678,0.0033675155
Identify the algebraic expression that matches the word phrase: 4 times as many cans as Tom collected.,4t,t over 4,t − 4,t + 4,A,True,0.5822264,0.40015796,0.0039230105,0.013692653
"Andrew wrote the number 186,425 on the board. In which number is the value of the digit 6 exactly 10 times the value of the digit 6 in the number Andrew wrote?","681,452","462,017","246,412","125,655",B,True,0.30283302,0.34315476,0.2672492,0.086763114
What is 123 / 8?,15 remainder 7,15 remainder 3,16 remainder 5,16 remainder 1,B,False,0.8690877,0.062956505,0.055558916,0.01239687
Write 8 and 2 over 4 as an improper fraction in simplest form.,17 over 2,34 over 4,17 over 4,19 over 2,A,False,0.034492318,0.327254,0.61139095,0.026862644
"What expression can be used to show 270,240 written in expanded form?","200,000 + 7,000 + 200 + 4","200,000 + 7,000 + 200 + 40","200,000 + 70,000 + 200 + 40","200,000 + 70,000 + 2,000 + 40",C,False,0.030445034,0.47624046,0.42028072,0.07303384
A worker on an assembly line takes 7 hours to produce 22 parts. At that rate how many parts can she produce in 35 hours?,220 parts,770 parts,4 parts,110 parts,D,False,0.06942866,0.74642843,0.14698048,0.037162483
"Abe found the mean and median of this list of numbers. 1, 3, 3 If the number 6 were added to the list, then",the mean would increase.,the mean would decrease.,the median would increase.,the median would decrease.,A,False,0.107303984,0.4243955,0.33051956,0.13778104
"When n = 11, what is the value of 10 – (n + 6)?",–7,5,7,27,A,False,0.035071254,0.25914347,0.54860675,0.15717848
"Which expression represents the phrase below? 3 fewer than a number, p",3-p,p+3,3/p,p-3,D,False,0.041091915,0.8253532,0.04656324,0.086991586
A theater collected $6 for each ticket sold to a movie. The theater sold 500 tickets to the movie. The expression below can be used to find how much money the theater collected for the tickets. 6 × 500 Which expression can also be used to find how much money the theater collected for the tickets?,30 × 10^1,30 × 10^3,(6 × 5) × 10^2,(6 × 5) × 10^3,C,True,0.15372583,0.1741942,0.6079975,0.06408246
Let 12-9+c=12. What value of c makes the equation true?,0,3,9,12,C,False,0.011028879,0.53140116,0.36522633,0.09234367
"The Sojourn family went on a vacation. They started with $2000. If they spent $150 each day, which expression represents how much money they had after x days?",1850x,2000 −150x,150x,2000 +150x,B,True,0.00926371,0.9449242,0.013478619,0.032333527
"A shelf has four books on it. The weight, in pounds, of each of the four books on the shelf is 2.5, 3.2, 2.7, 2.3 Which inequality represents the weight, w, of any book chosen from the shelf?",w > 2.3,w < 2.4,w > 3.2,w < 3.3,D,False,0.14393087,0.6450534,0.11209347,0.09892214
Which number has an absolute value greater than 5?,-6,-5,0,5,A,False,0.07242065,0.88226414,0.011106066,0.03420909
What is the value of the expression 2(3(4^2 + 1)) - 2^3?,156,110,94,48,C,True,0.19608754,0.2517814,0.47038957,0.08174145
"Gwen wrote the number pattern below on a piece of paper. 1, 5, 9, 13 What are the next two terms in Gwen’s pattern?","15, 17","15, 19","17, 19","17, 21",D,False,0.0100186365,0.7958789,0.17758459,0.016517939
If 3 cans of pears cost $2.37 how many cans of pears can you buy for $9.48?,3 cans,12 cans,36 cans,13 cans,B,True,0.02308452,0.52540123,0.31867197,0.13284224
"Order from greatest to least: 3, 3 and 1 over 8,3.8,3.18.","3.18, 3 and 1 over 8, 3.8,3","3,3 and 1 over 8, 3.18, 3","3.8, 3 and 1 over 8, 3.18, 3","3.8, 3.18, 3 and 1 over 8, 3",D,False,0.18265928,0.23453917,0.49651942,0.086282134
Compute 22 / 2 + 9.,10,11,20,2,C,False,0.05808929,0.55113584,0.29500178,0.09577305
"The population of a certain city is 836,527. What is the population of this city rounded to the nearest ten thousand?","800,000","830,000","836,000","840,000",D,False,0.008268779,0.57968616,0.3984121,0.013632912
Find the product of 5 • (−9).,14,−4,45,−45,D,False,0.0030148064,0.94722396,0.03241222,0.017349012
"Keiko spent the day bird watching and counted 34 more birds in the morning than in the afternoon. If she counted a total of 76 birds, how many birds did she count in the afternoon?",21 birds,40 birds,42 birds,84 birds,A,False,0.0139462,0.5233273,0.35967726,0.103049256
What is the value of 5 + 2 • 15 + (12 • 4)?,78,83,131,153,B,False,0.10769107,0.17755257,0.6197193,0.09503704
Which situation can be represented by the fraction 20/8?,Leslie spent 20 dollars and 8 cents at a store. How is the amount of money Leslie spent written as a fraction?,Mr. Kramer’s 8 grandchildren shared 20 crackers equally. How many crackers did each grandchild get?,Mitch bought 20 containers of flowers at a plant store. Each container had 8 flowers in it. How many flowers did Mitch buy?,Stamps are sold in booklets of 20 stamps. Donna used 8 stamps to send invitations for a party. How many booklets of stamps did Donna use to send her invitations?,B,False,0.95451033,0.041938256,0.002681023,0.00087040075
"If a freight train travels at a speed of 20 miles per hour for 6 hours, how far will it travel?",120 miles,80 miles,26 miles,12 miles,A,True,0.7397766,0.21194956,0.047292333,0.0009815211
Which step explains how to find the value of a in 6a = 72?,add 6 to both sides,divide both sides by 6,multiply both sides by 6,subtract 6 from both sides,B,False,0.019170966,0.23355018,0.7193852,0.027893592
"Coach Wu has a total of 30 soccerballs. 9 soccer balls are white. The remaining soccer balls are one of three different colors (blue, pink, or green). There is an equal numberof blue, pink, and green balls How many green soccer balls does Coach Wu have?",7,10,21,39,A,False,0.24279962,0.08932099,0.4536094,0.2142699
The temperature dropped 11°F between 6 P.M. and 10 P.M. It was 84°F at 10 P.M. Write and solve an equation to find t the temperature at 6 P.M.,84 − 11 = t; 73°F,t − 84 = 11; 95°F,84 − t = 11; 73°F,t − 11 = 84; 95°F,D,False,0.16280685,0.5682517,0.20904814,0.05989329
Theresa had a bag of 72 marbles. She put the marbles into 9 equal groups. Which number sentence shows how to find the number of marbles Theresa put into each group?,72 ÷ 9 = 8,72 – 9 = 63,9 + 72 = 81,9 ÷ 72 = 0.125,A,True,0.6964436,0.22610213,0.05045021,0.027004048
Rob uses 1 box of cat food every 5 days to feed his cats. Approximately how many boxes of cat food does he use per month?,2 boxes,4 boxes,5 boxes,6 boxes,D,False,0.010882227,0.091115765,0.86448234,0.03351962
What is the least common multiple of 4 and 10?,14,20,40,60,B,False,0.103622526,0.21936889,0.5262386,0.15076989
